,period,respondent,respondent-name,type,type-name,timezone,timezone-description,value,value-units,region,region_name
4991,2020-08-30,PJM,"PJM Interconnection, LLC",D,Demand,Eastern,Eastern,2054473,megawatthours,PJM,PJM Interconnection
4992,2020-08-31,PJM,"PJM Interconnection, LLC",D,Demand,Eastern,Eastern,2186172,megawatthours,PJM,PJM Interconnection
4993,2020-09-01,PJM,"PJM Interconnection, LLC",D,Demand,Eastern,Eastern,2321370,megawatthours,PJM,PJM Interconnection
4994,2020-09-02,PJM,"PJM Interconnection, LLC",D,Demand,Eastern,Eastern,2504184,megawatthours,PJM,PJM Interconnection
4995,2020-09-03,PJM,"PJM Interconnection, LLC",D,Demand,Eastern,Eastern,2535031,megawatthours,PJM,PJM Interconnection
4996,2020-09-04,PJM,"PJM Interconnection, LLC",D,Demand,Eastern,Eastern,2371772,megawatthours,PJM,PJM Interconnection
4997,2020-09-05,PJM,"PJM Interconnection, LLC",D,Demand,Eastern,Eastern,1973378,megawatthours,PJM,PJM Interconnection
4998,2020-09-06,PJM,"PJM Interconnection, LLC",D,Demand,Eastern,Eastern,1932047,megawatthours,PJM,PJM Interconnection
4999,2020-09-07,PJM,"PJM Interconnection, LLC",D,Demand,Eastern,Eastern,2030656,megawatthours,PJM,PJM Interconnection
5000,2020-09-08,PJM,"PJM Interconnection, LLC",D,Demand,Eastern,Eastern,2307185,megawatthours,PJM,PJM Interconnection
5001,2020-09-09,PJM,"PJM Interconnection, LLC",D,Demand,Eastern,Eastern,2361366,megawatthours,PJM,PJM Interconnection
5002,2020-09-10,PJM,"PJM Interconnection, LLC",D,Demand,Eastern,Eastern,2402578,megawatthours,PJM,PJM Interconnection
5003,2020-09-11,PJM,"PJM Interconnection, LLC",D,Demand,Eastern,Eastern,2227967,megawatthours,PJM,PJM Interconnection
5004,2020-09-12,PJM,"PJM Interconnection, LLC",D,Demand,Eastern,Eastern,1984655,megawatthours,PJM,PJM Interconnection
5005,2020-09-13,PJM,"PJM Interconnection, LLC",D,Demand,Eastern,Eastern,1986464,megawatthours,PJM,PJM Interconnection
5006,2020-09-14,PJM,"PJM Interconnection, LLC",D,Demand,Eastern,Eastern,2077727,megawatthours,PJM,PJM Interconnection
5007,2020-09-15,PJM,"PJM Interconnection, LLC",D,Demand,Eastern,Eastern,1886395,megawatthours,PJM,PJM Interconnection
5008,2020-09-16,PJM,"PJM Interconnection, LLC",D,Demand,Eastern,Eastern,1920322,megawatthours,PJM,PJM Interconnection
5009,2020-09-17,PJM,"PJM Interconnection, LLC",D,Demand,Eastern,Eastern,1961805,megawatthours,PJM,PJM Interconnection
5010,2020-09-18,PJM,"PJM Interconnection, LLC",D,Demand,Eastern,Eastern,1877128,megawatthours,PJM,PJM Interconnection
5011,2020-09-19,PJM,"PJM Interconnection, LLC",D,Demand,Eastern,Eastern,1649286,megawatthours,PJM,PJM Interconnection
5012,2020-09-20,PJM,"PJM Interconnection, LLC",D,Demand,Eastern,Eastern,1628397,megawatthours,PJM,PJM Interconnection
5013,2020-09-21,PJM,"PJM Interconnection, LLC",D,Demand,Eastern,Eastern,1815497,megawatthours,PJM,PJM Interconnection
5014,2020-09-22,PJM,"PJM Interconnection, LLC",D,Demand,Eastern,Eastern,1856198,megawatthours,PJM,PJM Interconnection
5015,2020-09-23,PJM,"PJM Interconnection, LLC",D,Demand,Eastern,Eastern,1905870,megawatthours,PJM,PJM Interconnection
5016,2020-09-24,PJM,"PJM Interconnection, LLC",D,Demand,Eastern,Eastern,1932723,megawatthours,PJM,PJM Interconnection
5017,2020-09-25,PJM,"PJM Interconnection, LLC",D,Demand,Eastern,Eastern,1931198,megawatthours,PJM,PJM Interconnection
5018,2020-09-26,PJM,"PJM Interconnection, LLC",D,Demand,Eastern,Eastern,1833836,megawatthours,PJM,PJM Interconnection
5019,2020-09-27,PJM,"PJM Interconnection, LLC",D,Demand,Eastern,Eastern,1854808,megawatthours,PJM,PJM Interconnection
5020,2020-09-28,PJM,"PJM Interconnection, LLC",D,Demand,Eastern,Eastern,2050600,megawatthours,PJM,PJM Interconnection
5021,2020-09-29,PJM,"PJM Interconnection, LLC",D,Demand,Eastern,Eastern,1990861,megawatthours,PJM,PJM Interconnection
5022,2020-09-30,PJM,"PJM Interconnection, LLC",D,Demand,Eastern,Eastern,1865910,megawatthours,PJM,PJM Interconnection
5023,2020-10-01,PJM,"PJM Interconnection, LLC",D,Demand,Eastern,Eastern,1856452,megawatthours,PJM,PJM Interconnection
5024,2020-10-02,PJM,"PJM Interconnection, LLC",D,Demand,Eastern,Eastern,1812341,megawatthours,PJM,PJM Interconnection
5025,2020-10-03,PJM,"PJM Interconnection, LLC",D,Demand,Eastern,Eastern,1678934,megawatthours,PJM,PJM Interconnection
5026,2020-10-04,PJM,"PJM Interconnection, LLC",D,Demand,Eastern,Eastern,1657751,megawatthours,PJM,PJM Interconnection
5027,2020-10-05,PJM,"PJM Interconnection, LLC",D,Demand,Eastern,Eastern,1836218,megawatthours,PJM,PJM Interconnection
5028,2020-10-06,PJM,"PJM Interconnection, LLC",D,Demand,Eastern,Eastern,1861831,megawatthours,PJM,PJM Interconnection
